experiment,run_name,sampler,elapsed_sec,budget_per_sample,total_reward_evals,forward_passes,fp_per_sample,validity,uniqueness,qed_mean,qed_top10,qed_max,num_samples,beam_width,branching_factor,steps_per_interval,elite_buffer_size,diversity_penalty,diversity_cutoff,c_uct,rollout_budget_per_sample,softmax_temp,randomness,min_add_len,seed,reward_type,reward_alpha
hp_sweep,beam_div03_B100_N10_L8_t08,beam_search,111.37108755111694,80.0,4000,88000,1760.0,1.0,1.0,0.9182219417533208,0.9474440919952608,0.947893550795942,50,10,8,4,50,0.3,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div03_B100_N50_L4_t08,beam_search,78.65740871429443,100.0,5000,125000,2500.0,0.3,1.0,0.9469236560390825,0.9479230456305644,0.9479230456305644,50,50,4,2,50,0.3,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div03_B100_N50_L8_t08,beam_search,127.71539068222046,128.0,6400,204800,4096.0,0.06,1.0,0.9482016196531001,0.9482935048114058,0.9482935048114058,50,50,8,4,50,0.3,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div03_B20_N10_L4_t08,beam_search,27.27095890045166,24.0,1200,33600,672.0,1.0,1.0,0.8975379077222918,0.9467006191650723,0.946769903794239,50,10,4,10,50,0.3,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div03_B20_N10_L8_t08,beam_search,33.14569306373596,16.0,800,24000,480.0,1.0,1.0,0.5083577628624478,0.5917763527277526,0.6103709126086541,50,10,8,20,50,0.3,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div03_B20_N50_L4_t08,beam_search,13.06719970703125,16.0,800,20000,400.0,1.0,1.0,0.8389550874227519,0.8999211603945081,0.9066966186681433,50,50,4,10,50,0.3,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div03_B20_N50_L8_t08,beam_search,24.360433101654053,24.0,1200,42000,840.0,0.34,1.0,0.9446248438786161,0.947893550795942,0.947893550795942,50,50,8,20,50,0.3,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B100_N10_L4_t08,beam_search,69.8194842338562,80.0,4000,84000,1680.0,1.0,1.0,0.7902007268322216,0.9479839677746782,0.9480344141489615,50,10,4,2,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B100_N10_L8_t08,beam_search,129.4415831565857,88.0,4400,92400,1848.0,1.0,1.0,0.7631622233610574,0.9452072899144388,0.9479230456305644,50,10,8,4,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B100_N50_L4_t08,beam_search,98.6670331954956,100.0,5000,125000,2500.0,0.36,1.0,0.8907243182167522,0.9219660929166431,0.9219660929166431,50,50,4,2,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B100_N50_L8_t08,beam_search,177.7684531211853,144.0,7200,252000,5040.0,0.14,1.0,0.940492099559625,0.9439954939264945,0.9439954939264945,50,50,8,4,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B20_N10_L4_t08,beam_search,17.353014945983887,16.0,800,20000,400.0,1.0,1.0,0.5663428674109239,0.6966691087016363,0.7519673149165972,50,10,4,10,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B20_N10_L8_t08,beam_search,79.26964926719666,32.0,1600,62400,1248.0,0.92,1.0,0.9391888931904735,0.9472974726903003,0.9478276922299917,50,10,8,20,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B20_N50_L4_t08,beam_search,23.766226053237915,24.0,1200,33600,672.0,0.46,1.0,0.943900741418099,0.9454820263016513,0.945594939311671,50,50,4,10,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_div05_B20_N50_L8_t08,beam_search,22.238301992416382,24.0,1200,37200,744.0,0.46,1.0,0.9443541571236765,0.9479230456305644,0.9479230456305644,50,50,8,20,50,0.5,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N10_L4_t05,beam_search,95.85574197769165,96.0,4800,120000,2400.0,0.1,1.0,0.892188771004912,0.9479230456305644,0.9479230456305644,50,10,4,2,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N10_L4_t08,beam_search,196.49230670928955,116.0,5800,168200,3364.0,0.1,1.0,0.941856159537609,0.946769903794239,0.946769903794239,50,10,4,2,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N10_L8_t05,beam_search,128.00288081169128,88.0,4400,96800,1936.0,0.14,1.0,0.7550725813370198,0.9424072673233821,0.9424072673233821,50,10,8,4,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N10_L8_t08,beam_search,360.3409631252289,128.0,6400,198400,3968.0,0.1,1.0,0.935580725517039,0.947893550795942,0.947893550795942,50,10,8,4,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N20_L4_t05,beam_search,105.53106117248535,110.4,5520,132480,2649.6,0.06,1.0,0.7993783725712356,0.94741258623889,0.94741258623889,50,20,4,2,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N20_L4_t08,beam_search,206.38055324554443,96.0,4800,100800,2016.0,0.08,1.0,0.5401222056866036,0.5607362152362961,0.5607362152362961,50,20,4,2,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N20_L8_t05,beam_search,197.28383874893188,124.8,6240,162240,3244.8,0.06,1.0,0.9427850897283854,0.946769903794239,0.946769903794239,50,20,8,4,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N20_L8_t08,beam_search,174.86081337928772,144.0,7200,216000,4320.0,0.08,1.0,0.9386322287854527,0.9464083865724385,0.9464083865724385,50,20,8,4,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N50_L4_t05,beam_search,101.41528820991516,96.0,4800,115200,2304.0,0.02,1.0,0.9186912532505654,0.9186912532505654,0.9186912532505654,50,50,4,2,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N50_L4_t08,beam_search,156.93616843223572,96.0,4800,120000,2400.0,0.02,1.0,0.8228170923838065,0.8228170923838065,0.8228170923838065,50,50,4,2,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N50_L8_t05,beam_search,228.73023200035095,112.0,5600,168000,3360.0,0.06,1.0,0.9347794246727296,0.9367280829125041,0.9367280829125041,50,50,8,4,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N50_L8_t08,beam_search,65.18511271476746,80.0,4000,88000,1760.0,0.08,1.0,0.5970185782610661,0.5984361484336194,0.5984361484336194,50,50,8,4,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N5_L4_t05,beam_search,84.60727119445801,84.0,4200,88200,1764.0,0.22,1.0,0.6338871223191593,0.9466786472143095,0.9466786472143095,50,5,4,2,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N5_L4_t08,beam_search,354.1692039966583,132.0,6600,217800,4356.0,0.2,1.0,0.9327755399922545,0.9479417426563522,0.9479417426563522,50,5,4,2,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N5_L8_t05,beam_search,149.4373369216919,96.0,4800,124800,2496.0,0.24,1.0,0.8179809335792526,0.9479182075573691,0.9479182075573691,50,5,8,4,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B100_N5_L8_t08,beam_search,174.23221397399902,104.0,5200,135200,2704.0,0.22,1.0,0.8483461796544003,0.9477890373439677,0.9477890373439677,50,5,8,4,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N10_L4_t05,beam_search,19.677581310272217,20.0,1000,22000,440.0,0.2,1.0,0.6348970607404381,0.6916189257895103,0.6916189257895103,50,10,4,10,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N10_L4_t08,beam_search,28.67181420326233,20.0,1000,21000,420.0,0.22,1.0,0.7272663230422961,0.9467866628243538,0.9467866628243538,50,10,4,10,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N10_L8_t05,beam_search,30.803160429000854,24.0,1200,45600,912.0,0.24,1.0,0.9321571154670724,0.946769903794239,0.946769903794239,50,10,8,20,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N10_L8_t08,beam_search,28.057488441467285,24.0,1200,36000,720.0,0.56,1.0,0.8284923861867293,0.9356218388816469,0.939132802453422,50,10,8,20,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N20_L4_t05,beam_search,18.670329570770264,19.2,960,24000,480.0,0.18,1.0,0.7078315584580627,0.947893550795942,0.947893550795942,50,20,4,10,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N20_L4_t08,beam_search,35.50568747520447,24.0,1200,28800,576.0,0.34,1.0,0.7303361976983483,0.946769903794239,0.946769903794239,50,20,4,10,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N20_L8_t05,beam_search,23.666225910186768,28.8,1440,34560,691.2,0.22,1.0,0.8486591097730375,0.9480344141489615,0.9480344141489615,50,20,8,20,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N20_L8_t08,beam_search,24.602290391921997,28.8,1440,33120,662.4,0.22,1.0,0.8197108364784651,0.9479230456305644,0.9479230456305644,50,20,8,20,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N50_L4_t05,beam_search,26.523518562316895,20.0,1000,29000,580.0,0.1,1.0,0.6164709018312908,0.7627772179588964,0.7627772179588964,50,50,4,10,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N50_L4_t08,beam_search,81.65231680870056,28.0,1400,54600,1092.0,0.1,1.0,0.9253968288903727,0.9407803014798987,0.9407803014798987,50,50,4,10,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N50_L8_t05,beam_search,38.74172854423523,24.0,1200,44400,888.0,0.06,1.0,0.9473724819595595,0.9473998893106573,0.9473998893106573,50,50,8,20,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N50_L8_t08,beam_search,24.098488569259644,24.0,1200,44400,888.0,0.1,1.0,0.9444989328837501,0.9472274236192797,0.9472274236192797,50,50,8,20,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N5_L4_t05,beam_search,27.982216835021973,24.0,1200,33600,672.0,0.22,1.0,0.9327903580478544,0.9473587782840106,0.9473587782840106,50,5,4,10,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N5_L4_t08,beam_search,32.33286666870117,16.0,800,20000,400.0,0.6,1.0,0.7206629989431126,0.9454819852048093,0.9469015985665931,50,5,4,10,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N5_L8_t05,beam_search,25.905611038208008,24.0,1200,31200,624.0,0.4,1.0,0.7142648525085884,0.9467782833092964,0.9467866628243538,50,5,8,20,,0.0,,,,0.5,0.5,40,0,none,0.0
hp_sweep,beam_noelite_B20_N5_L8_t08,beam_search,28.476195812225342,24.0,1200,34800,696.0,0.44,1.0,0.8139295887396681,0.9478127842909552,0.948228541614831,50,5,8,20,,0.0,,,,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L2_c05,mcts,304.39293336868286,100.0,5000,12646,252.92,1.0,1.0,0.8919579730565286,0.9227855244233261,0.9288117403180954,50,,2,5,,,,0.5,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L2_c10,mcts,45.43780303001404,100.0,5000,9550,191.0,1.0,1.0,0.9426890822328353,0.9471846473425053,0.947480230766545,50,,2,5,,,,1.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L2_c20,mcts,41.08769917488098,100.0,5000,8086,161.72,1.0,1.0,0.8799385690343077,0.9299319473611503,0.9421328833265944,50,,2,5,,,,2.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L4_c05,mcts,147.1133167743683,100.0,5000,76000,1520.0,1.0,1.0,0.9431407491342222,0.9473778730779298,0.9475534052338167,50,,4,5,,,,0.5,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L4_c10,mcts,302.88534808158875,100.0,5000,172700,3454.0,1.0,1.0,0.897971194228529,0.9428060336108539,0.9437223609375411,50,,4,5,,,,1.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L4_c20,mcts,215.36638951301575,100.0,5000,118200,2364.0,1.0,1.0,0.9336905358813711,0.9441080485839992,0.9441080485839992,50,,4,5,,,,2.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L8_c05,mcts,160.94837594032288,100.0,5000,146000,2920.0,1.0,1.0,0.946625160046889,0.9478940305750321,0.9479417426563522,50,,8,5,,,,0.5,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L8_c10,mcts,135.50385785102844,100.0,5000,122440,2448.8,1.0,1.0,0.9450993028132467,0.9479557951040742,0.9480344141489615,50,,8,5,,,,1.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B100_L8_c20,mcts,1095.9492590427399,100.0,5000,156480,3129.6,1.0,1.0,0.9447690876549143,0.94741258623889,0.94741258623889,50,,8,5,,,,2.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L2_c05,mcts,107.09295225143433,200.0,10000,23270,465.4,1.0,1.0,0.8855810950339693,0.9098773041568684,0.9145266783696089,50,,2,5,,,,0.5,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L2_c10,mcts,38.48469591140747,200.0,10000,5020,100.4,1.0,1.0,0.9361621497037088,0.9464173940755038,0.9466786472143095,50,,2,5,,,,1.0,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L2_c20,mcts,111.08738803863525,200.0,10000,24406,488.12,1.0,1.0,0.8901147227866185,0.9330424203277581,0.9341210816410285,50,,2,5,,,,2.0,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L4_c05,mcts,170.22361373901367,200.0,10000,85960,1719.2,1.0,1.0,0.9426102343553588,0.9479230456305643,0.9479230456305644,50,,4,5,,,,0.5,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L4_c10,mcts,366.8528461456299,200.0,10000,200680,4013.6,1.0,1.0,0.9371341790010232,0.9448301715512738,0.9455880624836474,50,,4,5,,,,1.0,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L4_c20,mcts,1606.3022203445435,200.0,10000,133360,2667.2,1.0,1.0,0.9433017040732617,0.9479616940709988,0.9480344141489615,50,,4,5,,,,2.0,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L8_c05,mcts,409.81913709640503,200.0,10000,332320,6646.4,1.0,1.0,0.9309526272205779,0.9319484586124173,0.93201952662895,50,,8,5,,,,0.5,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L8_c10,mcts,2086.2955775260925,200.0,10000,296040,5920.8,1.0,1.0,0.9443511681224268,0.9467438866732298,0.9474706833930736,50,,8,5,,,,1.0,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B200_L8_c20,mcts,253.97957038879395,200.0,10000,226720,4534.4,1.0,1.0,0.9460107180413321,0.9480739893515684,0.9482447206738761,50,,8,5,,,,2.0,200,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L2_c05,mcts,75.46655941009521,20.0,1000,21280,425.6,1.0,1.0,0.8717498459940003,0.909522406410441,0.9184477774268053,50,,2,5,,,,0.5,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L2_c10,mcts,87.52964448928833,20.0,1000,25640,512.8,1.0,1.0,0.8626792807190519,0.9238061132005768,0.9430667248637611,50,,2,5,,,,1.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L2_c20,mcts,60.09571194648743,20.0,1000,4850,97.0,1.0,1.0,0.8583437024216042,0.9194131467206368,0.9324990853048816,50,,2,5,,,,2.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L4_c05,mcts,37.13663339614868,20.0,1000,20600,412.0,1.0,1.0,0.9402628314951653,0.9471498220889141,0.947893550795942,50,,4,5,,,,0.5,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L4_c10,mcts,281.92014598846436,20.0,1000,40380,807.6,1.0,1.0,0.9091960018760805,0.9127276814252934,0.9141511463349965,50,,4,5,,,,1.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L4_c20,mcts,40.62064075469971,20.0,1000,22240,444.8,1.0,1.0,0.9399428369145627,0.9461246072646625,0.9479230456305644,50,,4,5,,,,2.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L8_c05,mcts,30.751626014709473,20.0,1000,28200,564.0,1.0,1.0,0.9446658874582593,0.9479261276754742,0.9480344141489615,50,,8,5,,,,0.5,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L8_c10,mcts,47.4711229801178,20.0,1000,39320,786.4,1.0,1.0,0.9335245958266937,0.9398872261600385,0.9441080485839992,50,,8,5,,,,1.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B20_L8_c20,mcts,30.607308864593506,20.0,1000,28320,566.4,1.0,1.0,0.9308092515711586,0.9440680895685858,0.9472651270888701,50,,8,5,,,,2.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L2_c05,mcts,96.34744954109192,50.0,2500,25952,519.04,1.0,1.0,0.8990490878830242,0.9080034724730114,0.9084132704005543,50,,2,5,,,,0.5,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L2_c10,mcts,495.87229108810425,50.0,2500,40630,812.6,1.0,1.0,0.833046041269059,0.8694591747688412,0.9093369648416997,50,,2,5,,,,1.0,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L2_c20,mcts,123.84385776519775,50.0,2500,33370,667.4,1.0,1.0,0.8778876544208041,0.9182399936800543,0.9188294350031528,50,,2,5,,,,2.0,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L4_c05,mcts,349.12991857528687,50.0,2500,50000,1000.0,1.0,1.0,0.939561121227144,0.946920701058201,0.9473587782840106,50,,4,5,,,,0.5,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L4_c10,mcts,128.60712456703186,50.0,2500,73920,1478.4,1.0,1.0,0.9311686544874053,0.9364968106079571,0.937228285108002,50,,4,5,,,,1.0,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L4_c20,mcts,113.0345778465271,50.0,2500,61560,1231.2,1.0,1.0,0.9389412077140716,0.9478154907062514,0.9480082501464197,50,,4,5,,,,2.0,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L8_c05,mcts,89.7658121585846,50.0,2500,83112,1662.24,1.0,1.0,0.9435284952866694,0.9467584871637321,0.9476516027882027,50,,8,5,,,,0.5,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L8_c10,mcts,85.17974901199341,50.0,2500,78200,1564.0,1.0,1.0,0.9443603761562589,0.9472402636846475,0.9473587782840106,50,,8,5,,,,1.0,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_B50_L8_c20,mcts,126.25314831733704,50.0,2500,105656,2113.12,1.0,1.0,0.9243868083277779,0.9332765746057741,0.9394182172688857,50,,8,5,,,,2.0,50,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_ref_B100_L4_c10,mcts,207.0685658454895,100.0,5000,116540,2330.8,1.0,1.0,0.940639004697313,0.9460667318527497,0.9473185272292947,50,,4,5,,,,1.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_ref_B100_L8_c10,mcts,151.61461329460144,100.0,5000,138280,2765.6,1.0,1.0,0.9470631665190986,0.9477460809327718,0.9481845031016837,50,,8,5,,,,1.0,100,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_ref_B20_L4_c10,mcts,50.93746757507324,20.0,1000,28000,560.0,1.0,1.0,0.9404549870199282,0.946830577379283,0.9473970269670792,50,,4,5,,,,1.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,mcts_ref_B20_L8_c10,mcts,40.589935064315796,20.0,1000,28320,566.4,1.0,1.0,0.9425826999553196,0.9470342258288642,0.9480849505654695,50,,8,5,,,,1.0,20,0.8,0.5,40,0,none,0.0
hp_sweep,uncond_500,unconditional,30.03757929801941,0,0,0,0,1.0,0.998,0.8084906252850358,0.9311010796674585,0.94741258623889,500,,,,,,,,,0.8,0.5,40,0,none,0.0
hp_sweep,uncond_baseline,unconditional,2.5289878845214844,0,0,0,0,1.0,1.0,0.8475209090244583,0.9246627495473716,0.9403738184938477,50,,,,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K10_L4_default,beam_search,,,,,,1.0,0.06,0.9249141100427759,0.9249141100427757,0.9249141100427756,50,50,4,10,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K10_L4_div,beam_search,,,,,,1.0,0.52,0.9436184466092965,0.9479675930379232,0.9480344141489615,50,50,4,10,,,0.6,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K10_L4_rand,beam_search,,,,,,1.0,0.08,0.9472620351178995,0.9472620351178985,0.9472620351178986,50,50,4,10,,,,,,0.8,2.0,40,0,none,0.0
budget_curve,budget_K10_L4_t05,beam_search,,,,,,1.0,0.08,0.9476854481098055,0.9478423903256857,0.9478423903256857,50,50,4,10,,,,,,0.5,0.5,40,0,none,0.0
budget_curve,budget_K1_L4_default,beam_search,,,,,,1.0,0.02,0.9329780070406973,0.9329780070406976,0.9329780070406976,50,50,4,1,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K1_L4_div,beam_search,,,,,,1.0,0.02,0.8331338791241975,0.8331338791241972,0.8331338791241972,50,50,4,1,,,0.6,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K1_L4_rand,beam_search,,,,,,1.0,0.02,0.9200211125137941,0.9200211125137944,0.9200211125137945,50,50,4,1,,,,,,0.8,2.0,40,0,none,0.0
budget_curve,budget_K1_L4_t05,beam_search,,,,,,1.0,0.02,0.9320287011684413,0.9320287011684412,0.9320287011684412,50,50,4,1,,,,,,0.5,0.5,40,0,none,0.0
budget_curve,budget_K20_L4_default,beam_search,,,,,,1.0,0.68,0.9351400630951594,0.9443654828053735,0.9463566623306204,50,50,4,20,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K20_L4_div,beam_search,,,,,,1.0,0.24,0.9458419013362764,0.9476687730406189,0.9481556770739474,50,50,4,20,,,0.6,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K20_L4_rand,beam_search,,,,,,1.0,0.64,0.9294065917305576,0.9455278136203462,0.9479380820623227,50,50,4,20,,,,,,0.8,2.0,40,0,none,0.0
budget_curve,budget_K20_L4_t05,beam_search,,,,,,1.0,0.28,0.9436370804596571,0.9463635294503299,0.9471102565389131,50,50,4,20,,,,,,0.5,0.5,40,0,none,0.0
budget_curve,budget_K2_L4_default,beam_search,,,,,,1.0,0.02,0.944526758586207,0.9445267585862072,0.9445267585862072,50,50,4,2,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K2_L4_div,beam_search,,,,,,1.0,0.02,0.9468183777400635,0.9468183777400634,0.9468183777400634,50,50,4,2,,,0.6,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K2_L4_rand,beam_search,,,,,,1.0,0.02,0.9479833448891527,0.9479833448891533,0.9479833448891534,50,50,4,2,,,,,,0.8,2.0,40,0,none,0.0
budget_curve,budget_K2_L4_t05,beam_search,,,,,,1.0,0.02,0.9466786472143105,0.9466786472143095,0.9466786472143095,50,50,4,2,,,,,,0.5,0.5,40,0,none,0.0
budget_curve,budget_K5_L2_default,beam_search,,,,,,1.0,0.1,0.9432391107222133,0.944219413478308,0.9444714138199167,50,50,2,5,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K5_L2_t05,beam_search,,,,,,1.0,0.04,0.9454085306528319,0.9454085306528313,0.9454085306528314,50,50,2,5,,,,,,0.5,0.5,40,0,none,0.0
budget_curve,budget_K5_L4_default,beam_search,,,,,,1.0,0.06,0.9470845249547161,0.9478935507959421,0.947893550795942,50,50,4,5,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K5_L4_div,beam_search,,,,,,1.0,0.08,0.9468501756294243,0.9470284434163926,0.9470284434163927,50,50,4,5,,,0.6,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K5_L4_rand,beam_search,,,,,,1.0,0.04,0.9335277597152688,0.9335277597152697,0.9335277597152697,50,50,4,5,,,,,,0.8,2.0,40,0,none,0.0
budget_curve,budget_K5_L4_t05,beam_search,,,,,,1.0,0.06,0.9398839367645805,0.9398839367645797,0.9398839367645797,50,50,4,5,,,,,,0.5,0.5,40,0,none,0.0
budget_curve,budget_K5_L8_default,beam_search,,,,,,1.0,0.02,0.947923045630565,0.9479230456305643,0.9479230456305644,50,50,8,5,,,,,,0.8,0.5,40,0,none,0.0
budget_curve,budget_K5_L8_t05,beam_search,,,,,,1.0,0.06,0.9476453155444393,0.9479230456305643,0.9479230456305644,50,50,8,5,,,,,,0.5,0.5,40,0,none,0.0
budget_curve,budget_standard,unconditional,,,,,,1.0,1.0,0.8199296428309537,0.927828393062844,0.9395321260403509,50,,,,,,,,,0.8,0.5,40,0,none,0.0
